School,Type,Street Address,Zip Code,option_alt,latitude,longitude,geocode
Meany,middle school,301 21st Ave E,98112,N/A,-122.3047628,47.6215737,"{'address': '301 21st Ave E, Seattle, Washington, 98112', 'location': {'x': -122.30476279216884, 'y': 47.621573696087495}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '301 21st Ave E, Seattle, Washington, 98112', 'LongLabel': '301 21st Ave E, Seattle, WA, 98112, USA', 'ShortLabel': '301 21st Ave E', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '301 21st Ave E, Seattle, Washington, 98112', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '301', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '21st', 'StType': 'Ave', 'StDir': 'E', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '301 21st Ave E', 'Block': '', 'Sector': '', 'Nbrhd': 'Stevens', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98112', 'PostalExt': '5318', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.30476279216884, 'Y': 47.621573696087495, 'DisplayX': -122.305302, 'DisplayY': 47.621583000000015, 'Xmin': -122.306302, 'Xmax': -122.30430199999999, 'Ymin': 47.62058300000002, 'Ymax': 47.62258300000001, 'ExInfo': ''}, 'extent': {'xmin': -122.306302, 'ymin': 47.62058300000002, 'xmax': -122.30430199999999, 'ymax': 47.62258300000001}}"
Mercer,middle school,1600 S Columbian ,98108,N/A,-122.3126732,47.5632099,"{'address': '1600 S Columbian Way, Seattle, Washington, 98108', 'location': {'x': -122.31267320154141, 'y': 47.56320989598318}, 'score': 98.84, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 98.84, 'Match_addr': '1600 S Columbian Way, Seattle, Washington, 98108', 'LongLabel': '1600 S Columbian Way, Seattle, WA, 98108, USA', 'ShortLabel': '1600 S Columbian Way', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1600 S Columbian Way, Seattle, Washington, 98108', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1600', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Columbian', 'StType': 'Way', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1600 S Columbian Way', 'Block': '', 'Sector': '', 'Nbrhd': 'North Beacon Hill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98108', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.31267320154141, 'Y': 47.56320989598318, 'DisplayX': -122.31166049999999, 'DisplayY': 47.563874999999996, 'Xmin': -122.31366049999998, 'Xmax': -122.30966049999999, 'Ymin': 47.56187499999999, 'Ymax': 47.565875, 'ExInfo': ''}, 'extent': {'xmin': -122.31366049999998, 'ymin': 47.56187499999999, 'xmax': -122.30966049999999, 'ymax': 47.565875}}"
Seattle World School,middle school,1700 E. Union St.Ì_,98122,alternative and service,-122.30928,47.61293349,"{'address': '1700 E Union St, Seattle, Washington, 98122', 'location': {'x': -122.30928, 'y': 47.61293349379626}, 'score': 99.29, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 99.29, 'Match_addr': '1700 E Union St, Seattle, Washington, 98122', 'LongLabel': '1700 E Union St, Seattle, WA, 98122, USA', 'ShortLabel': '1700 E Union St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1700 E Union St, Seattle, Washington, 98122', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1700', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': 'E', 'StPreType': '', 'StName': 'Union', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1700 E Union St', 'Block': '', 'Sector': '', 'Nbrhd': 'Minor', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98122', 'PostalExt': '4140', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.30928, 'Y': 47.61293349379626, 'DisplayX': -122.30928, 'DisplayY': 47.61336600000001, 'Xmin': -122.31028, 'Xmax': -122.30828, 'Ymin': 47.612366000000016, 'Ymax': 47.61436600000001, 'ExInfo': 'AE'}, 'extent': {'xmin': -122.31028, 'ymin': 47.612366000000016, 'xmax': -122.30828, 'ymax': 47.61436600000001}}"
Washington ,middle school,2101 S Jackson St ,98144,N/A,-122.3041635,47.59925049,"{'address': '2101 S Jackson St, Seattle, Washington, 98144', 'location': {'x': -122.3041635, 'y': 47.599250489469355}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2101 S Jackson St, Seattle, Washington, 98144', 'LongLabel': '2101 S Jackson St, Seattle, WA, 98144, USA', 'ShortLabel': '2101 S Jackson St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2101 S Jackson St, Seattle, Washington, 98144', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2101', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Jackson', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2101 S Jackson St', 'Block': '', 'Sector': '', 'Nbrhd': 'Atlantic', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98144', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.3041635, 'Y': 47.599250489469355, 'DisplayX': -122.3041635, 'DisplayY': 47.597958000000006, 'Xmin': -122.3051635, 'Xmax': -122.3031635, 'Ymin': 47.59695800000001, 'Ymax': 47.598958, 'ExInfo': ''}, 'extent': {'xmin': -122.3051635, 'ymin': 47.59695800000001, 'xmax': -122.3031635, 'ymax': 47.598958}}"
Whitman ,middle school,9201 15th Ave NW ,98117,N/A,-122.3768328,47.696517,"{'address': '9201 15th Ave NW, Seattle, Washington, 98117', 'location': {'x': -122.3768328188579, 'y': 47.696517}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '9201 15th Ave NW, Seattle, Washington, 98117', 'LongLabel': '9201 15th Ave NW, Seattle, WA, 98117, USA', 'ShortLabel': '9201 15th Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '9201 15th Ave NW, Seattle, Washington, 98117', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '9201', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '15th', 'StType': 'Ave', 'StDir': 'NW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '9201 15th Ave NW', 'Block': '', 'Sector': '', 'Nbrhd': 'North Beach/Blue Ridge', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98117', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.3768328188579, 'Y': 47.696517, 'DisplayX': -122.377842, 'DisplayY': 47.696517, 'Xmin': -122.378842, 'Xmax': -122.376842, 'Ymin': 47.695517, 'Ymax': 47.697517, 'ExInfo': ''}, 'extent': {'xmin': -122.378842, 'ymin': 47.695517, 'xmax': -122.376842, 'ymax': 47.697517}}"
Catharine Blaine,k-8,2550 34th Ave W ,98199,N/A,-122.4009512,47.64226539,"{'address': '2550 34th Ave W, Seattle, Washington, 98199', 'location': {'x': -122.40095120494655, 'y': 47.642265387731555}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2550 34th Ave W, Seattle, Washington, 98199', 'LongLabel': '2550 34th Ave W, Seattle, WA, 98199, USA', 'ShortLabel': '2550 34th Ave W', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2550 34th Ave W, Seattle, Washington, 98199', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2550', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '34th', 'StType': 'Ave', 'StDir': 'W', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2550 34th Ave W', 'Block': '', 'Sector': '', 'Nbrhd': 'Southeast Magnolia', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98199', 'PostalExt': '3240', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.40095120494655, 'Y': 47.642265387731555, 'DisplayX': -122.399262, 'DisplayY': 47.642256, 'Xmin': -122.402262, 'Xmax': -122.396262, 'Ymin': 47.639256, 'Ymax': 47.645256, 'ExInfo': ''}, 'extent': {'xmin': -122.402262, 'ymin': 47.639256, 'xmax': -122.396262, 'ymax': 47.645256}}"
Louisa Boren,k-8,5950 Delridge Way SW,98106,option,-122.3630128,47.548116,"{'address': '5950 Delridge Way SW, Seattle, Washington, 98106', 'location': {'x': -122.36301280102792, 'y': 47.54811599999999}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '5950 Delridge Way SW, Seattle, Washington, 98106', 'LongLabel': '5950 Delridge Way SW, Seattle, WA, 98106, USA', 'ShortLabel': '5950 Delridge Way SW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '5950 Delridge Way SW, Seattle, Washington, 98106', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '5950', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': 'Delridge', 'StType': 'Way', 'StDir': 'SW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '5950 Delridge Way SW', 'Block': '', 'Sector': '', 'Nbrhd': 'Riverview', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98106', 'PostalExt': '1446', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.36301280102792, 'Y': 47.54811599999999, 'DisplayX': -122.3618535, 'DisplayY': 47.54811599999999, 'Xmin': -122.36385349999999, 'Xmax': -122.3598535, 'Ymin': 47.54611599999999, 'Ymax': 47.550115999999996, 'ExInfo': ''}, 'extent': {'xmin': -122.36385349999999, 'ymin': 47.54611599999999, 'xmax': -122.3598535, 'ymax': 47.550115999999996}}"
Broadview-Thomson ,k-8,13052 Greenwood Ave N ,98133,N/A,-122.3555312,47.724687,"{'address': '13052 Greenwood Ave N, Seattle, Washington, 98133', 'location': {'x': -122.35553116613845, 'y': 47.72468700000002}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '13052 Greenwood Ave N, Seattle, Washington, 98133', 'LongLabel': '13052 Greenwood Ave N, Seattle, WA, 98133, USA', 'ShortLabel': '13052 Greenwood Ave N', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '13052 Greenwood Ave N, Seattle, Washington, 98133', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '13052', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': 'Greenwood', 'StType': 'Ave', 'StDir': 'N', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '13052 Greenwood Ave N', 'Block': '', 'Sector': '', 'Nbrhd': 'Bitter Lake', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98133', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.35553116613845, 'Y': 47.72468700000002, 'DisplayX': -122.354352, 'DisplayY': 47.72468700000002, 'Xmin': -122.356352, 'Xmax': -122.35235200000001, 'Ymin': 47.722687000000015, 'Ymax': 47.72668700000002, 'ExInfo': ''}, 'extent': {'xmin': -122.356352, 'ymin': 47.722687000000015, 'xmax': -122.35235200000001, 'ymax': 47.72668700000002}}"
Cascade Parent Partnership,k-8,2919 1st Ave W.,98119,N/A,-122.3581823,47.64627967,"{'address': '2919 1st Ave W, Seattle, Washington, 98119', 'location': {'x': -122.35818231380894, 'y': 47.646279670552246}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2919 1st Ave W, Seattle, Washington, 98119', 'LongLabel': '2919 1st Ave W, Seattle, WA, 98119, USA', 'ShortLabel': '2919 1st Ave W', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2919 1st Ave W, Seattle, Washington, 98119', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2919', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '1st', 'StType': 'Ave', 'StDir': 'W', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2919 1st Ave W', 'Block': '', 'Sector': '', 'Nbrhd': 'North Queen Anne', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98119', 'PostalExt': '2329', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.35818231380894, 'Y': 47.646279670552246, 'DisplayX': -122.3586315, 'DisplayY': 47.64627899999999, 'Xmin': -122.3596315, 'Xmax': -122.3576315, 'Ymin': 47.645278999999995, 'Ymax': 47.64727899999999, 'ExInfo': ''}, 'extent': {'xmin': -122.3596315, 'ymin': 47.645278999999995, 'xmax': -122.3576315, 'ymax': 47.64727899999999}}"
Licton Springs ,k-8,1330 N. 90th St.,98103,N/A,-122.3405017,47.69418246,"{'address': '1330 N 90th St, Seattle, Washington, 98103', 'location': {'x': -122.34050172300768, 'y': 47.69418246220151}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1330 N 90th St, Seattle, Washington, 98103', 'LongLabel': '1330 N 90th St, Seattle, WA, 98103, USA', 'ShortLabel': '1330 N 90th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1330 N 90th St, Seattle, Washington, 98103', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1330', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'N', 'StPreType': '', 'StName': '90th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1330 N 90th St', 'Block': '', 'Sector': '', 'Nbrhd': 'North College Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98103', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.34050172300768, 'Y': 47.69418246220151, 'DisplayX': -122.340492, 'DisplayY': 47.69509500000001, 'Xmin': -122.342492, 'Xmax': -122.338492, 'Ymin': 47.69309500000001, 'Ymax': 47.69709500000001, 'ExInfo': ''}, 'extent': {'xmin': -122.342492, 'ymin': 47.69309500000001, 'xmax': -122.338492, 'ymax': 47.69709500000001}}"
Orca,k-8,5215 46th Ave SÌ_,98118,option,-122.2754017,47.554785,"{'address': '5215 46th Ave S, Seattle, Washington, 98118', 'location': {'x': -122.27540170113646, 'y': 47.55478500000001}, 'score': 97.48, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 97.48, 'Match_addr': '5215 46th Ave S, Seattle, Washington, 98118', 'LongLabel': '5215 46th Ave S, Seattle, WA, 98118, USA', 'ShortLabel': '5215 46th Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '5215 46th Ave S, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '5215', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '46th', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '5215 46th Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'Columbia City', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.27540170113646, 'Y': 47.55478500000001, 'DisplayX': -122.275971, 'DisplayY': 47.55478500000001, 'Xmin': -122.276971, 'Xmax': -122.274971, 'Ymin': 47.55378500000001, 'Ymax': 47.55578500000001, 'ExInfo': 'SAE'}, 'extent': {'xmin': -122.276971, 'ymin': 47.55378500000001, 'xmax': -122.274971, 'ymax': 47.55578500000001}}"
Pathfinder,k-8,1901 SW Genesee StÌ_,98106,option,-122.3581259,47.56469858,"{'address': '1901 SW Genesee St, Seattle, Washington, 98106', 'location': {'x': -122.35812589333959, 'y': 47.56469858132695}, 'score': 97.56, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 97.56, 'Match_addr': '1901 SW Genesee St, Seattle, Washington, 98106', 'LongLabel': '1901 SW Genesee St, Seattle, WA, 98106, USA', 'ShortLabel': '1901 SW Genesee St', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1901 SW Genesee St, Seattle, Washington, 98106', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1901', 'AddNumFrom': '1999', 'AddNumTo': '1901', 'AddRange': '1901-1999', 'Side': 'R', 'StPreDir': 'SW', 'StPreType': '', 'StName': 'Genesee', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1901 SW Genesee St', 'Block': '', 'Sector': '', 'Nbrhd': 'North Delridge', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98106', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.35812589333959, 'Y': 47.56469858132695, 'DisplayX': -122.35812589333959, 'DisplayY': 47.56469858132695, 'Xmin': -122.3591258933396, 'Xmax': -122.35712589333959, 'Ymin': 47.56369858132695, 'Ymax': 47.56569858132695, 'ExInfo': 'STAE'}, 'extent': {'xmin': -122.3591258933396, 'ymin': 47.56369858132695, 'xmax': -122.35712589333959, 'ymax': 47.56569858132695}}"
Salmon Bay,k-8,1810 NW 65th StÌ_,98117,option,-122.3805105,47.67601553,"{'address': '1810 NW 65th St, Seattle, Washington, 98117', 'location': {'x': -122.3805105, 'y': 47.67601552769866}, 'score': 96.42, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 96.42, 'Match_addr': '1810 NW 65th St, Seattle, Washington, 98117', 'LongLabel': '1810 NW 65th St, Seattle, WA, 98117, USA', 'ShortLabel': '1810 NW 65th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1810 NW 65th St, Seattle, Washington, 98117', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1810', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': 'NW', 'StPreType': '', 'StName': '65th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1810 NW 65th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Loyal Heights', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98117', 'PostalExt': '5531', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.3805105, 'Y': 47.67601552769866, 'DisplayX': -122.3805105, 'DisplayY': 47.67688799999999, 'Xmin': -122.3825105, 'Xmax': -122.3785105, 'Ymin': 47.67488799999999, 'Ymax': 47.67888799999999, 'ExInfo': 'STAE'}, 'extent': {'xmin': -122.3825105, 'ymin': 47.67488799999999, 'xmax': -122.3785105, 'ymax': 47.67888799999999}}"
South Shore,k-8,4800 S Henderson St ,98118,option,-122.2724259,47.5233876,"{'address': '4800 S Henderson St, Seattle, Washington, 98118', 'location': {'x': -122.27242590325065, 'y': 47.523387596749345}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4800 S Henderson St, Seattle, Washington, 98118', 'LongLabel': '4800 S Henderson St, Seattle, WA, 98118, USA', 'ShortLabel': '4800 S Henderson St', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4800 S Henderson St, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4800', 'AddNumFrom': '4800', 'AddNumTo': '4894', 'AddRange': '4800-4894', 'Side': 'L', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Henderson', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4800 S Henderson St', 'Block': '', 'Sector': '', 'Nbrhd': 'Dunlap', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.27242590325065, 'Y': 47.523387596749345, 'DisplayX': -122.27242590325065, 'DisplayY': 47.523387596749345, 'Xmin': -122.27342590325065, 'Xmax': -122.27142590325064, 'Ymin': 47.52238759674935, 'Ymax': 47.52438759674934, 'ExInfo': ''}, 'extent': {'xmin': -122.27342590325065, 'ymin': 47.52238759674935, 'xmax': -122.27142590325064, 'ymax': 47.52438759674934}}"
TOPS,k-8,2500 Franklin Ave EÌ_,98102,option,-122.3245805,47.6423514,"{'address': '2500 Franklin Ave E, Seattle, Washington, 98102', 'location': {'x': -122.32458045258765, 'y': 47.64235139579086}, 'score': 98.61, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 98.61, 'Match_addr': '2500 Franklin Ave E, Seattle, Washington, 98102', 'LongLabel': '2500 Franklin Ave E, Seattle, WA, 98102, USA', 'ShortLabel': '2500 Franklin Ave E', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2500 Franklin Ave E, Seattle, Washington, 98102', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2500', 'AddNumFrom': '2462', 'AddNumTo': '2516', 'AddRange': '2462-2516', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': 'Franklin', 'StType': 'Ave', 'StDir': 'E', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2500 Franklin Ave E', 'Block': '', 'Sector': '', 'Nbrhd': 'Eastlake', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98102', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.32458045258765, 'Y': 47.64235139579086, 'DisplayX': -122.32458045258765, 'DisplayY': 47.64235139579086, 'Xmin': -122.32558045258766, 'Xmax': -122.32358045258765, 'Ymin': 47.64135139579086, 'Ymax': 47.64335139579086, 'ExInfo': 'EAE'}, 'extent': {'xmin': -122.32558045258766, 'ymin': 47.64135139579086, 'xmax': -122.32358045258765, 'ymax': 47.64335139579086}}"
