School,Type,Street Address,Zip Code,option_alt,latitude,longitude,geocode
Lawton,elementary school,4000 27th Ave W ,98199,N/A,-122.3910137,47.65667605,"{'address': '4000 27th Ave W, Seattle, Washington, 98199', 'location': {'x': -122.39101371365953, 'y': 47.65667605329215}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4000 27th Ave W, Seattle, Washington, 98199', 'LongLabel': '4000 27th Ave W, Seattle, WA, 98199, USA', 'ShortLabel': '4000 27th Ave W', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4000 27th Ave W, Seattle, Washington, 98199', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4000', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '27th', 'StType': 'Ave', 'StDir': 'W', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4000 27th Ave W', 'Block': '', 'Sector': '', 'Nbrhd': 'Lawton Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98199', 'PostalExt': '1502', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.39101371365953, 'Y': 47.65667605329215, 'DisplayX': -122.3904735, 'DisplayY': 47.656710000000004, 'Xmin': -122.3924735, 'Xmax': -122.3884735, 'Ymin': 47.65471, 'Ymax': 47.658710000000006, 'ExInfo': ''}, 'extent': {'xmin': -122.3924735, 'ymin': 47.65471, 'xmax': -122.3884735, 'ymax': 47.658710000000006}}"
Leschi,elementary school,135 32nd Ave ,98122,N/A,-122.291351,47.6021519,"{'address': '135 32nd Ave, Seattle, Washington, 98122', 'location': {'x': -122.29135100115383, 'y': 47.60215189563742}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '135 32nd Ave, Seattle, Washington, 98122', 'LongLabel': '135 32nd Ave, Seattle, WA, 98122, USA', 'ShortLabel': '135 32nd Ave', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '135 32nd Ave, Seattle, Washington, 98122', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '135', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '32nd', 'StType': 'Ave', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '135 32nd Ave', 'Block': '', 'Sector': '', 'Nbrhd': 'Leschi', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98122', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.29135100115383, 'Y': 47.60215189563742, 'DisplayX': -122.291811, 'DisplayY': 47.60209800000001, 'Xmin': -122.292811, 'Xmax': -122.29081099999999, 'Ymin': 47.601098000000015, 'Ymax': 47.60309800000001, 'ExInfo': ''}, 'extent': {'xmin': -122.292811, 'ymin': 47.601098000000015, 'xmax': -122.29081099999999, 'ymax': 47.60309800000001}}"
Lowell,elementary school,1058 E Mercer St ,98102,N/A,-122.3183517,47.62428451,"{'address': '1058 E Mercer St, Seattle, Washington, 98102', 'location': {'x': -122.31835174854291, 'y': 47.624284507646045}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1058 E Mercer St, Seattle, Washington, 98102', 'LongLabel': '1058 E Mercer St, Seattle, WA, 98102, USA', 'ShortLabel': '1058 E Mercer St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1058 E Mercer St, Seattle, Washington, 98102', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1058', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'E', 'StPreType': '', 'StName': 'Mercer', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1058 E Mercer St', 'Block': '', 'Sector': '', 'Nbrhd': 'Broadway', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98102', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.31835174854291, 'Y': 47.624284507646045, 'DisplayX': -122.318352, 'DisplayY': 47.624427, 'Xmin': -122.31935200000001, 'Xmax': -122.317352, 'Ymin': 47.623427, 'Ymax': 47.625426999999995, 'ExInfo': ''}, 'extent': {'xmin': -122.31935200000001, 'ymin': 47.623427, 'xmax': -122.317352, 'ymax': 47.625426999999995}}"
Loyal Heights,elementary school,7735 25th Ave NW,98117,N/A,-122.3888016,47.6856234,"{'address': '7735 25th Ave NW, Seattle, Washington, 98117', 'location': {'x': -122.38880159050103, 'y': 47.68562340373038}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '7735 25th Ave NW, Seattle, Washington, 98117', 'LongLabel': '7735 25th Ave NW, Seattle, WA, 98117, USA', 'ShortLabel': '7735 25th Ave NW', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '7735 25th Ave NW, Seattle, Washington, 98117', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '7735', 'AddNumFrom': '7707', 'AddNumTo': '7799', 'AddRange': '7707-7799', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '25th', 'StType': 'Ave', 'StDir': 'NW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '7735 25th Ave NW', 'Block': '', 'Sector': '', 'Nbrhd': 'Loyal Heights', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98117', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.38880159050103, 'Y': 47.68562340373038, 'DisplayX': -122.38880159050103, 'DisplayY': 47.68562340373038, 'Xmin': -122.38980159050104, 'Xmax': -122.38780159050103, 'Ymin': 47.684623403730384, 'Ymax': 47.68662340373038, 'ExInfo': ''}, 'extent': {'xmin': -122.38980159050104, 'ymin': 47.684623403730384, 'xmax': -122.38780159050103, 'ymax': 47.68662340373038}}"
Wing Luke,elementary school,7201 Beacon Ave S,98108,N/A,-122.2946776,47.53769901,"{'address': '7201 Beacon Ave S, Seattle, Washington, 98108', 'location': {'x': -122.29467762126988, 'y': 47.537699007501836}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '7201 Beacon Ave S, Seattle, Washington, 98108', 'LongLabel': '7201 Beacon Ave S, Seattle, WA, 98108, USA', 'ShortLabel': '7201 Beacon Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '7201 Beacon Ave S, Seattle, Washington, 98108', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '7201', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': 'Beacon', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '7201 Beacon Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'South Beacon Hill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98108', 'PostalExt': '3915', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.29467762126988, 'Y': 47.537699007501836, 'DisplayX': -122.295951, 'DisplayY': 47.537784000000016, 'Xmin': -122.296951, 'Xmax': -122.294951, 'Ymin': 47.53678400000002, 'Ymax': 47.538784000000014, 'ExInfo': ''}, 'extent': {'xmin': -122.296951, 'ymin': 47.53678400000002, 'xmax': -122.294951, 'ymax': 47.538784000000014}}"
Madrona,elementary school,1121 33rd Ave`,98122,N/A,-122.2904247,47.61222387,"{'address': '1121 33rd Ave, Seattle, Washington, 98122', 'location': {'x': -122.29042467170609, 'y': 47.61222386955393}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1121 33rd Ave, Seattle, Washington, 98122', 'LongLabel': '1121 33rd Ave, Seattle, WA, 98122, USA', 'ShortLabel': '1121 33rd Ave', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1121 33rd Ave, Seattle, Washington, 98122', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1121', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '33rd', 'StType': 'Ave', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1121 33rd Ave', 'Block': '', 'Sector': '', 'Nbrhd': 'Madrona', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98122', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.29042467170609, 'Y': 47.61222386955393, 'DisplayX': -122.290884, 'DisplayY': 47.612232000000006, 'Xmin': -122.29188400000001, 'Xmax': -122.289884, 'Ymin': 47.61123200000001, 'Ymax': 47.613232, 'ExInfo': ''}, 'extent': {'xmin': -122.29188400000001, 'ymin': 47.61123200000001, 'xmax': -122.289884, 'ymax': 47.613232}}"
Magnolia,elementary school,2418 28th Ave. W,98199,N/A,-122.3929717,47.640609,"{'address': '2418 28th Ave W, Seattle, Washington, 98199', 'location': {'x': -122.39297174115664, 'y': 47.64060900000001}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2418 28th Ave W, Seattle, Washington, 98199', 'LongLabel': '2418 28th Ave W, Seattle, WA, 98199, USA', 'ShortLabel': '2418 28th Ave W', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2418 28th Ave W, Seattle, Washington, 98199', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2418', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '28th', 'StType': 'Ave', 'StDir': 'W', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2418 28th Ave W', 'Block': '', 'Sector': '', 'Nbrhd': 'Southeast Magnolia', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98199', 'PostalExt': '3317', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.39297174115664, 'Y': 47.64060900000001, 'DisplayX': -122.3926425, 'DisplayY': 47.64060900000001, 'Xmin': -122.3936425, 'Xmax': -122.39164249999999, 'Ymin': 47.639609000000014, 'Ymax': 47.64160900000001, 'ExInfo': ''}, 'extent': {'xmin': -122.3936425, 'ymin': 47.639609000000014, 'xmax': -122.39164249999999, 'ymax': 47.64160900000001}}"
Maple,elementary school,4925 Corson Ave S ,98108,N/A,-122.3182507,47.55765498,"{'address': '4925 Corson Ave S, Seattle, Washington, 98108', 'location': {'x': -122.31825067839985, 'y': 47.557654982803314}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4925 Corson Ave S, Seattle, Washington, 98108', 'LongLabel': '4925 Corson Ave S, Seattle, WA, 98108, USA', 'ShortLabel': '4925 Corson Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4925 Corson Ave S, Seattle, Washington, 98108', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4925', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': 'Corson', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4925 Corson Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'Mid-Beacon Hill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98108', 'PostalExt': '1834', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.31825067839985, 'Y': 47.557654982803314, 'DisplayX': -122.319054, 'DisplayY': 47.557773, 'Xmin': -122.320054, 'Xmax': -122.31805399999999, 'Ymin': 47.556773, 'Ymax': 47.558772999999995, 'ExInfo': ''}, 'extent': {'xmin': -122.320054, 'ymin': 47.556773, 'xmax': -122.31805399999999, 'ymax': 47.558772999999995}}"
Thurgood Marshall,elementary school,2401 S Irving St ,98144,N/A,-122.2998617,47.59116751,"{'address': '2401 S Irving St, Seattle, Washington, 98144', 'location': {'x': -122.29986166763805, 'y': 47.591167506780685}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2401 S Irving St, Seattle, Washington, 98144', 'LongLabel': '2401 S Irving St, Seattle, WA, 98144, USA', 'ShortLabel': '2401 S Irving St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2401 S Irving St, Seattle, Washington, 98144', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2401', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Irving', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2401 S Irving St', 'Block': '', 'Sector': '', 'Nbrhd': 'Atlantic', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98144', 'PostalExt': '3727', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.29986166763805, 'Y': 47.591167506780685, 'DisplayX': -122.29986149999999, 'DisplayY': 47.59096500000001, 'Xmin': -122.3008615, 'Xmax': -122.29886149999999, 'Ymin': 47.589965000000014, 'Ymax': 47.59196500000001, 'ExInfo': ''}, 'extent': {'xmin': -122.3008615, 'ymin': 47.589965000000014, 'xmax': -122.29886149999999, 'ymax': 47.59196500000001}}"
McDonald,elementary school,144 NE 54th St ,98105,option,-122.3265912,47.66791346,"{'address': '144 NE 54th St, Seattle, Washington, 98105', 'location': {'x': -122.32659124854291, 'y': 47.66791345715254}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '144 NE 54th St, Seattle, Washington, 98105', 'LongLabel': '144 NE 54th St, Seattle, WA, 98105, USA', 'ShortLabel': '144 NE 54th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '144 NE 54th St, Seattle, Washington, 98105', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '144', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'NE', 'StPreType': '', 'StName': '54th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '144 NE 54th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Wallingford', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98105', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.32659124854291, 'Y': 47.66791345715254, 'DisplayX': -122.3265915, 'DisplayY': 47.66826600000002, 'Xmin': -122.32759150000001, 'Xmax': -122.3255915, 'Ymin': 47.66726600000002, 'Ymax': 47.669266000000015, 'ExInfo': ''}, 'extent': {'xmin': -122.32759150000001, 'ymin': 47.66726600000002, 'xmax': -122.3255915, 'ymax': 47.669266000000015}}"
McGilvra,elementary school,1617 38th Ave E ,98112,N/A,-122.2840912,47.63407503,"{'address': '1617 38th Ave E, Seattle, Washington, 98112', 'location': {'x': -122.28409124167533, 'y': 47.63407503136361}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1617 38th Ave E, Seattle, Washington, 98112', 'LongLabel': '1617 38th Ave E, Seattle, WA, 98112, USA', 'ShortLabel': '1617 38th Ave E', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1617 38th Ave E, Seattle, Washington, 98112', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1617', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '38th', 'StType': 'Ave', 'StDir': 'E', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1617 38th Ave E', 'Block': '', 'Sector': '', 'Nbrhd': 'Madison Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98112', 'PostalExt': '3133', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.28409124167533, 'Y': 47.63407503136361, 'DisplayX': -122.2848405, 'DisplayY': 47.634084, 'Xmin': -122.2858405, 'Xmax': -122.2838405, 'Ymin': 47.633084000000004, 'Ymax': 47.635084, 'ExInfo': ''}, 'extent': {'xmin': -122.2858405, 'ymin': 47.633084000000004, 'xmax': -122.2838405, 'ymax': 47.635084}}"
Montlake,elementary school,2409 22nd Ave E ,98112,N/A,-122.3038228,47.6406265,"{'address': '2409 22nd Ave E, Seattle, Washington, 98112', 'location': {'x': -122.30382276995184, 'y': 47.640626497085805}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2409 22nd Ave E, Seattle, Washington, 98112', 'LongLabel': '2409 22nd Ave E, Seattle, WA, 98112, USA', 'ShortLabel': '2409 22nd Ave E', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2409 22nd Ave E, Seattle, Washington, 98112', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2409', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '22nd', 'StType': 'Ave', 'StDir': 'E', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2409 22nd Ave E', 'Block': '', 'Sector': '', 'Nbrhd': 'Montlake', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98112', 'PostalExt': '2640', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.30382276995184, 'Y': 47.640626497085805, 'DisplayX': -122.304222, 'DisplayY': 47.640626999999995, 'Xmin': -122.305222, 'Xmax': -122.30322199999999, 'Ymin': 47.639627, 'Ymax': 47.64162699999999, 'ExInfo': ''}, 'extent': {'xmin': -122.305222, 'ymin': 47.639627, 'xmax': -122.30322199999999, 'ymax': 47.64162699999999}}"
John Muir,elementary school,3301 S Horton St ,98144,N/A,-122.2905721,47.57373652,"{'address': '3301 S Horton St, Seattle, Washington, 98144', 'location': {'x': -122.29057205398465, 'y': 47.57373652063049}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '3301 S Horton St, Seattle, Washington, 98144', 'LongLabel': '3301 S Horton St, Seattle, WA, 98144, USA', 'ShortLabel': '3301 S Horton St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '3301 S Horton St, Seattle, Washington, 98144', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '3301', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Horton', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '3301 S Horton St', 'Block': '', 'Sector': '', 'Nbrhd': 'Mt. Baker', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98144', 'PostalExt': '6917', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.29057205398465, 'Y': 47.57373652063049, 'DisplayX': -122.2905915, 'DisplayY': 47.57324400000002, 'Xmin': -122.29159150000001, 'Xmax': -122.2895915, 'Ymin': 47.57224400000002, 'Ymax': 47.574244000000014, 'ExInfo': ''}, 'extent': {'xmin': -122.29159150000001, 'ymin': 47.57224400000002, 'xmax': -122.2895915, 'ymax': 47.574244000000014}}"
North Beach,elementary school,9018 24th Ave NW ,98117,N/A,-122.3875322,47.69486086,"{'address': '9018 24th Ave NW, Seattle, Washington, 98117', 'location': {'x': -122.38753223726151, 'y': 47.69486086372555}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '9018 24th Ave NW, Seattle, Washington, 98117', 'LongLabel': '9018 24th Ave NW, Seattle, WA, 98117, USA', 'ShortLabel': '9018 24th Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '9018 24th Ave NW, Seattle, Washington, 98117', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '9018', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '24th', 'StType': 'Ave', 'StDir': 'NW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '9018 24th Ave NW', 'Block': '', 'Sector': '', 'Nbrhd': 'North Beach/Blue Ridge', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98117', 'PostalExt': '2801', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.38753223726151, 'Y': 47.69486086372555, 'DisplayX': -122.387103, 'DisplayY': 47.69487000000001, 'Xmin': -122.388103, 'Xmax': -122.38610299999999, 'Ymin': 47.69387000000001, 'Ymax': 47.695870000000006, 'ExInfo': ''}, 'extent': {'xmin': -122.388103, 'ymin': 47.69387000000001, 'xmax': -122.38610299999999, 'ymax': 47.695870000000006}}"
Northgate,elementary school,11725 1st Ave NE ,98125,N/A,-122.3288408,47.71484055,"{'address': '11725 1st Ave NE, Seattle, Washington, 98125', 'location': {'x': -122.32884079938222, 'y': 47.714840549541236}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '11725 1st Ave NE, Seattle, Washington, 98125', 'LongLabel': '11725 1st Ave NE, Seattle, WA, 98125, USA', 'ShortLabel': '11725 1st Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '11725 1st Ave NE, Seattle, Washington, 98125', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '11725', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '1st', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '11725 1st Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Haller Lake', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98125', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.32884079938222, 'Y': 47.714840549541236, 'DisplayX': -122.32935, 'DisplayY': 47.714832, 'Xmin': -122.33035000000001, 'Xmax': -122.32835, 'Ymin': 47.713832000000004, 'Ymax': 47.715832, 'ExInfo': ''}, 'extent': {'xmin': -122.33035000000001, 'ymin': 47.713832000000004, 'xmax': -122.32835, 'ymax': 47.715832}}"
